Date,Close
2019-01-01,109.93428306022466
2019-01-02,97.2347139765763
2019-01-03,112.95377076201385
2019-01-04,130.46059712816052
2019-01-05,95.31693250553329
2019-01-06,95.3172608610164
2019-01-07,131.58425631014782
2019-01-08,115.34869458305818
2019-01-09,90.61051228130096
2019-01-10,110.8512008717193
2019-01-11,90.73164614375075
2019-01-12,90.68540492859486
2019-01-13,104.83924543132068
2019-01-14,61.73439510684404
2019-01-15,65.50164334973934
2019-01-16,88.75424941518054
2019-01-17,79.74337759331152
2019-01-18,106.28494665190547
2019-01-19,81.83951848957578
2019-01-20,71.75392597329417
2019-01-21,129.31297537843108
2019-01-22,95.4844739902693
2019-01-23,101.35056409375848
2019-01-24,71.50503627573087
2019-01-25,89.11234550949635
2019-01-26,102.21845179419732
2019-01-27,76.98012845155395
2019-01-28,107.51396036691344
2019-01-29,87.9872262016239
2019-01-30,94.16612500413447
2019-01-31,87.96586775541206
2019-02-01,137.04556369017877
2019-02-02,99.73005550524132
2019-02-03,78.84578142088199
2019-02-04,116.45089824206377
2019-02-05,75.58312700057955
2019-02-06,104.1772719000951
2019-02-07,60.80659752240449
2019-02-08,73.43627902203139
2019-02-09,103.93722471738246
2019-02-10,114.76933159990821
2019-02-11,103.4273656237994
2019-02-12,97.68703435223519
2019-02-13,93.97792608821422
2019-02-14,70.42956019265145
2019-02-15,85.60311583210583
2019-02-16,90.78722458080425
2019-02-17,121.1424445243783
2019-02-18,106.87236579136923
2019-02-19,64.73919689274533
2019-02-20,106.4816793878959
2019-02-21,92.29835439167367
2019-02-22,86.46155999388083
2019-02-23,112.23352577681736
2019-02-24,120.61999044991902
2019-02-25,118.62560238232398
2019-02-26,83.21564953554723
2019-02-27,93.81575248297571
2019-02-28,106.62526862807128
2019-03-01,119.51090254244718
2019-03-02,90.4165152430942
2019-03-03,96.28682046672365
2019-03-04,77.87330051987944
2019-03-05,76.07586751838659
2019-03-06,116.25051644788397
2019-03-07,127.12480057141646
2019-03-08,98.55979756839332
2019-03-09,120.07065795784048
2019-03-10,107.23272050095268
2019-03-11,87.09760490789752
2019-03-12,107.22791211016828
2019-03-13,130.76073132931938
2019-03-14,99.28347921780097
2019-03-15,131.29287311628013
2019-03-16,47.60509791820511
2019-03-17,116.43805008750448
2019-03-18,101.74094136476343
2019-03-19,94.01985299068265
2019-03-20,101.83521553071004
2019-03-21,60.248621707982146
2019-03-22,95.60656224324975
2019-03-23,107.14225143023492
2019-03-24,129.55788089483033
2019-03-25,89.63459563452705
2019-03-26,83.83012794213624
2019-03-27,89.96485912830927
2019-03-28,118.30804235404148
2019-03-29,106.57502219319369
2019-03-30,89.40479592465923
2019-03-31,110.26534866226712
2019-04-01,101.9415509869608
2019-04-02,119.37289981065778
2019-04-03,85.95893812245295
2019-04-04,93.44675706804463
2019-04-05,92.15783693735685
2019-04-06,70.72970103735763
2019-04-07,105.92240554129152
2019-04-08,105.22110544359779
2019-04-09,100.10226913284922
2019-04-10,95.30825733249706
2019-04-11,71.69258515899172
2019-04-12,91.58709354469282
2019-04-13,93.14570966946461
2019-04-14,83.95445461556761
2019-04-15,96.77428576667981
2019-04-16,108.08101713629077
2019-04-17,137.7237180242106
2019-04-18,103.49155625663678
2019-04-19,105.15100781445528
2019-04-20,98.51108168467665
2019-04-21,61.62457569401917
2019-04-22,99.46972249101566
